Name,Date,Site,Transect,Aux3,Aux4,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments
G0854959.JPG,06-05-16,7,4,,,,30,,,50,,,,,,,
G0854963.JPG,06-05-16,7,4,,,,30,,,50,,,,,,,
G0854966.JPG,06-05-16,7,4,,,,30,,,50,,,,,,,
G0864975.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0864980.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0864984.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0864987.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0864992.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0864997.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0865000.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0865005.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0865008.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0865017.JPG,06-09-16,8,1,,,,30,,,35,,,,,,,
G0875025.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0875029.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0875034.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0875041.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0875048.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0875055.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0875060.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0875065.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0875071.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0875074.JPG,06-09-16,8,2,,,,30,,,35,,,,,,,
G0885079.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0885087.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0885090.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0885094.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0885099.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0885103.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0885106.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0885109.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0885115.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0885118.JPG,06-09-16,8,3,,,,30,,,35,,,,,,,
G0895125.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0895128.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0895134.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0895138.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0895141.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0895145.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0895150.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0895153.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0895156.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0895163.JPG,06-09-16,8,4,,,,30,,,35,,,,,,,
G0905169.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0905172.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0905177.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0905183.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0905189.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0905193.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0905198.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0905201.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0905205.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0905207.JPG,06-09-16,9,1,,,,30,,,32,,,,,,,
G0915215.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
G0915218.JPG,06-09-16,9,2,,,,30,,,32,,,,,,,
