name,functional_group,Label
Leptastrea_purpurea,hard_coral,LPurp
Leptastrea_purpurea_algal_overgrowth,hard_coral,Leppur AO
Leptastrea_purpurea_bleached,hard_coral,Leppur BL
Leptastrea_purpurea_tissue_loss,hard_coral,Leppur TL
Leptastrea_purpurea_trematodiasis,hard_coral,Leppur TR
Leptastrea_spp.,hard_coral,Lep_spp
Leptastrea_transversa,hard_coral,LeTran
"Leptastrea_transversa,_bleached",hard_coral,LTRA_BL
Leptoria,hard_coral,Lept
Leptoria_sp.,hard_coral,Lep_spe
Leptoseris,hard_coral,Lepto
Leptoseris_Branching,hard_coral,LepBr
Leptoseris_cailleti,hard_coral,LEPC
Leptoseris_cucullata,hard_coral,LEPCU
Leptoseris_Encrusting,hard_coral,LepEnc
Leptoseris_hawaiiensis,hard_coral,LEPH
Leptoseris_incrustans,hard_coral,L.incrus
Leptoseris_plating/encrusting,hard_coral,LEP-PE
Lithophyllon,hard_coral,Litho
Lobactis,hard_coral,Lobac
Lobe_coral-Algal_overgrowth,hard_coral,LobAlgae
Lobe_coral-Bleached,hard_coral,LobBleach
Lobe_coral-Healthy,hard_coral,LobHealthy
Lobe_coral-Tissue_loss,hard_coral,LobTissueL
Lobe_coral-Trematodiasis,hard_coral,LobPimple
Lobophyllia,hard_coral,Lobo
Lobophyllia_corymbosa,hard_coral,Lob_cor
Lobophyllia_hemprichii,hard_coral,Lob_hem
Lophelia_pertusa,hard_coral,LophPer
Madracis,hard_coral,MADR
Madracis_auretenra,hard_coral,MADAUR
Madracis_carmabi,hard_coral,MAC
Madracis_decacitis,hard_coral,MD
Madracis_decactis,hard_coral,MAD
Madracis_formosa,hard_coral,MAFO
Madracis_kirbyi,hard_coral,MaKirb
Madracis_mirabilis,hard_coral,MAMI
Madracis_pharensis,hard_coral,MAP
Madracis_senaria,hard_coral,MSen
Mangulosa,hard_coral,MANG
Manicina_areolata,hard_coral,MAA
M_Annularis_complex,hard_coral,MACom
Mareolata,hard_coral,MARE
MASE:_Bleached,hard_coral,MASE_BLC
MASE:_Isopora,hard_coral,MASE_LRG_I
MASE:_Large_Rounded_Polyps,hard_coral,MASE_LRG_O
MASE:_Lobophyllia,hard_coral,MASE_MEA_L
MASE:_Meandering_Other,hard_coral,MASE_MEA_O
MASE:_Other,hard_coral,MASE_OTH
MASE:_Other_Bleached,hard_coral,MASEoth-B*
MASE:_Porites,hard_coral,MASE_SMO_P
MASE:_Small_or_Invis_Polyps,hard_coral,MASE_SML_O
Massive_colonies_with_invisible_polyps,hard_coral,MASE_INV
Massive_colonies_with_visible_polyps,hard_coral,MASE_VIS_O
Massive_Hard_Coral,hard_coral,MHC
"Massive,_Submassive,_Encrusting:_Colonies_of",hard_coral,MASE_VIS_I
"Massive,_Submassive,_Encrusting_colonies_of_P",hard_coral,MASE_INV_P
Meandrina,hard_coral,MEAN
Meandrina_jacksoni,hard_coral,MEANJ
Meandrina_meandrites,hard_coral,MM
Meandroid_(brain)_corals,hard_coral,Brain
Merulina,hard_coral,MER
Millepora_alcicornis,hard_coral,MILA
Millepora_complanata,hard_coral,MILC
Millepora_spp.,hard_coral,Mil_spp
Millepora_squarrosa_2,hard_coral,MSQU
Montastraea_annularis,hard_coral,MA
Montastraea_faveoleta,hard_coral,MF
Montastraea_franksi,hard_coral,MOFR
Montastrea,hard_coral,Monta
Montastrea_cavernosa,hard_coral,MCAV
Montastrea_curta,hard_coral,Mon_cur
Montastrea_Encrusting,hard_coral,MonEnc
Montastrea_franksii,hard_coral,MFRA
Montastrea_spp.,hard_coral,Mont_spp
Montastrea_Sub-Massive,hard_coral,MonSM
Montipora,hard_coral,Monti
Montipora_aequituberculata,hard_coral,MoAeq
Montipora_branching,hard_coral,MontBr
Montipora_capitata,hard_coral,MCAP
Montipora_capitata_algal_overgrowth,hard_coral,Moncap AO
Montipora_capitata_bleached,hard_coral,Moncap BL
Montipora_capitata_morpho_1,hard_coral,MON_Cap_pl
Montipora_capitata_morpho_2,hard_coral,MON_Cap_br
Montipora_capitata_paled,hard_coral,MCAP Pale
Montipora_capitata_tissue_loss,hard_coral,Moncap TL
Montipora_capitata_trematodiasis,hard_coral,Moncap TR
Montipora_Danae,hard_coral,MonDan
Montipora_encrusting,hard_coral,MontEnc
Montipora_Encrusting/Massive_tuberculae,hard_coral,Monttub
Montipora_flabellata,hard_coral,MFLAB
Montipora_flabellata_algal_overgrowth,hard_coral,Monfla AO
Montipora_flabellata_bleached,hard_coral,Monfla BL
Montipora_flabellata_tissue_loss,hard_coral,Monfla TL
Montipora_flabellata_trematodiasis,hard_coral,Monfla TR
Montipora_foliose,hard_coral,Monti_fol
Montipora_funnel_corallites,hard_coral,Montfun
Montipora_incrassata,hard_coral,MON_Inc
Montipora_informis,hard_coral,MoInfo
Montipora_Laminar_without_Ridges,hard_coral,MontLam
Montipora_Laminar_with_Ridges,hard_coral,MontLamR
Montipora_Nonencrusting,hard_coral,MONE
Montipora_patula,hard_coral,MPATU
Montipora_patula_algal_overgrowth,hard_coral,Monpat AO
Montipora_patula_bleached,hard_coral,Monpat BL
Montipora_patula_tissue_loss,hard_coral,Monpat TL
Montipora_patula_trematodiasis,hard_coral,Monpat TR
Montipora_small_corallites,hard_coral,Montsm
Montipora_spongiosa,hard_coral,MoSpon
Montipora_spp.,hard_coral,Mon_spp
Montipora_stellata,hard_coral,Mste
Montipora_studeri,hard_coral,M.studeri
Montipora_submassive,hard_coral,Monti_subm
Montipora_Sub-Massive,hard_coral,MontSubM
Montipora_Tabulate,hard_coral,MontTbl
Montipora_with_verrucae,hard_coral,Montver
Montipota_other,hard_coral,MON_OTH
Moseleya,hard_coral,Mos
Mushroom_coral-Algal_overgrowth,hard_coral,MushAlgae
Mushroom_coral-Bleached,hard_coral,MushBleach
Mushroom_coral-Healthy,hard_coral,MushHealth
Mushroom_coral-Pink_pimple,hard_coral,MushPimple
Mushroom_coral-Tissue_loss,hard_coral,MushTissue
Mussa_angulosa,hard_coral,MUSANG
Mussidae,hard_coral,Muss
Mycedium,hard_coral,Myc
Mycedium_plating,hard_coral,MYC-PLA
Mycetophyllia,hard_coral,MYCE
Mycetophyllia_aliciae,hard_coral,MYCALI
Mycetophyllia_danaana,hard_coral,MYD
Mycetophyllia_ferox,hard_coral,MYCFER
Mycetophyllia_lamarckiana,hard_coral,MYL
No_dead_coral,hard_coral,no_dead
No_live_coral,hard_coral,no_live
Non-Acropora_branching,hard_coral,NonAcBr
Non-Acropora_encrusting,hard_coral,NonAcEnc
Non-Acropora_foliose,hard_coral,NonAcF
Non-Acropora_massive,hard_coral,NonAcM
Non-Acropora_submassive,hard_coral,NonAcSub
"Non_hermatypic:_Free_living_(Fungia,_etc)",hard_coral,NON_FREE
Non_Hermatypic_Heliopora,hard_coral,NON_HEL
Non_Hermatypic:_Millepora,hard_coral,NON_MIL
Non_hermatypic:_Millepora_(Fire_coral),hard_coral,NN_MIL
Non-Scleractinian_Hard_Corals,hard_coral,NS
Occulina_sp.,hard_coral,OCCUL
Ocomplex,hard_coral,OCOM
Ocomplex_bleached,hard_coral,OCOM-BL
Oculina_arbuscula,hard_coral,Ocuarb
Oculina_diffusa,hard_coral,OCD
Oculina_patagonica,hard_coral,OCULP
Odiffusa,hard_coral,ODIF
Orbicella,hard_coral,Orb
Orbicella_annularis,hard_coral,ORBANN
Orbicella_faveolata,hard_coral,ORBFAV
Orbicella_franksi,hard_coral,ORBFRA
Other_hard_coral,hard_coral,OTH-HC
Other_Hard_Coral_Bleached_(white),hard_coral,OTH-HC-B*
Other_scleractinians,hard_coral,HC_other
Oulophyllia_crispa,hard_coral,Oul_cri
Oxypora,hard_coral,Oxyp
Pachyseris,hard_coral,Pachy
Pachyseris_plating,hard_coral,PAC-PLA
Pachyseris_spp.,hard_coral,Pac_spp
Palythoa_sp,hard_coral,Paly
Paracyathus_pulchellus_Phyllangia_americana,hard_coral,CUP
Paracyathus_stokesi,hard_coral,PaSto
Paramontastrea_peresi,hard_coral,P. peresi
Pastreoides,hard_coral,PASTR
Pavona,hard_coral,Pavon
Pavona_cactus,hard_coral,Pav_cac
Pavona_decussata,hard_coral,PaDec
Pavona_decussata_divaricata_frondifera,hard_coral,Pav_d_d_f
Pavona_duerdeni,hard_coral,PaveDUER
Pavona_explanulata,hard_coral,PaExp
Pavona_maldivensis,hard_coral,PMal
Pavona_massive/encrusting,hard_coral,PAV-ME
Pavona_varians,hard_coral,PVAR
Pavona_varians_algal_overgrowth,hard_coral,Pavvar AO
Pavona_varians_bleached,hard_coral,Pavvar BL
Pavona_varians_tissue_loss,hard_coral,Pavvar TL
Pavona_varians_trematodiasis,hard_coral,Pavvar TR
Pavona_varians_venosa,hard_coral,Pav_v_v
P._duerdeni,hard_coral,PAV_Due
Pectinia,hard_coral,PEC
Pectiniid_-_Unidentified_Plating,hard_coral,PEC-UP
Phyllangia_americana,hard_coral,Phymerica
Phyllangia_mouchezii,hard_coral,phyl
Phymastrea,hard_coral,Phym
Physogyra,hard_coral,Phys
Platygyra,hard_coral,Plat
Platygyra_1,hard_coral,Plat1
Platygyra_2,hard_coral,Plat2
Platygyra_crosslandi,hard_coral,PlCross
Platygyra_daedalea,hard_coral,PlDaed
Platygyra_Encrusting,hard_coral,PlatEnc
Platygyra_lamellina,hard_coral,PlLam
Platygyra_ryukyuensis_1,hard_coral,Pryu
Platygyra_sinensis,hard_coral,PlSinen
Platygyra_spp.,hard_coral,Pla_spp
Platygyra_Sub-Massive,hard_coral,PlatSM
plerogyra,hard_coral,Pler
Plesiastrea,hard_coral,Ples
Plesiastrea_versipora,hard_coral,PlVers
Pleuractis,hard_coral,Pleur
Pocillopora,hard_coral,Pocill
Pocillopora_ank_dan_ele_mea_set_ver,hard_coral,Poc_ademsv
Pocillopora_Branching,hard_coral,PocBr
Pocillopora_cauliflower,hard_coral,POCI_CAU
Pocillopora_damicornis,hard_coral,PDAM
Pocillopora_eydouxi,hard_coral,PEYDO
Pocillopora_eydouxi_woodjonesi,hard_coral,Poc_e_w
Pocillopora_ligulata,hard_coral,PLig
Pocillopora_meandrina,hard_coral,PMEAN
Pocillopora_meandrina_algal_overgrowth,hard_coral,Pocmea AO
Pocillopora_meandrina_bleached,hard_coral,Pocmea BL
Pocillopora_meandrina_tissue_loss,hard_coral,Pocmea TL
Pocillopora_meandrina_trematodiasis,hard_coral,Pocmea TR
Pocillopora_species,hard_coral,BRA_VER_Po
Pocillopora_verucosa,hard_coral,PocVer
Pocilloporidae,hard_coral,POCI
Pocilloporidae_Bleached_(white),hard_coral,POCI-B*
Podabacia,hard_coral,Podbac
Polycyathus_margondoni,hard_coral,PoMar
Porites,hard_coral,Porit
Porites_annae,hard_coral,Por_ann
Porites_asteroides,hard_coral,PAST
Porites_bernardi,hard_coral,P. bern
Porites_branneri,hard_coral,PORBRA
Porites_brighami,hard_coral,PBRIG
Porites_brighami_algal_overgrowth,hard_coral,Porbri AO
Porites_brighami_bleached,hard_coral,Porbri BL
Porites_brighami_tissue_loss,hard_coral,Porbri TL
Porites_brighami_trematodiasis,hard_coral,Porbri TR
Porites_colonensis,hard_coral,PORCOL
Porites_compressa,hard_coral,PCOM
Porites_compressa_algal_overgrowth,hard_coral,Porcom AO
Porites_compressa_bleached,hard_coral,Porcom BL
Porites_compressa_morpho_1_fingers,hard_coral,POR_Com_fi
Porites_compressa_morpho_2_fused_branches,hard_coral,POR_Com_fu
Porites_compressa_paled,hard_coral,PCMP Pale
Porites_compressa_tissue_loss,hard_coral,Porcom TL
Porites_compressa_trematodiasis,hard_coral,Porcom TR
Porites_cylindrica,hard_coral,Pcyl
Porites_digitiform,hard_coral,PDIG
Porites_divaricata,hard_coral,PD
Porites_duerdeni,hard_coral,PDUER
Porites_encrusting-plates,hard_coral,POR_OTH_EP
Porites_evermanii,hard_coral,Porever
Porites_evermanni,hard_coral,PEVER
Porites_evermanni_algal_overgrowth,hard_coral,Poreve AO
Porites_evermanni_bleached,hard_coral,Poreve BL
Porites_evermanni_tissue_loss,hard_coral,Poreve TL
Porites_evermanni_trematodiasis,hard_coral,Poreve TR
Porites_furcata,hard_coral,PF
Porites_Harrisoni,hard_coral,PoHar
Porites_horizontalata_rus,hard_coral,Por_h_r
Porites_irregularis,hard_coral,P. Irr
Porites_lichen,hard_coral,P.lichen
Porites_lobata,hard_coral,P mass
Porites_lobata_1,hard_coral,Plob
Porites_lobata_algal_overgrowth,hard_coral,Porlob AO
Porites_lobata_bleached,hard_coral,Porlob BL
Porites_lobata_healthy,hard_coral,PorlobH
Porites_lobata_tissue_loss,hard_coral,Porlob TL
Porites_lobata_trematodiasis,hard_coral,Porlob TR
Porites_(LOF),hard_coral,PORI
Porites_Lutea,hard_coral,PoLut
Porites_massive,hard_coral,Por_mas
Porites_monticulosa,hard_coral,PMONT
Porites-mound,hard_coral,POR-M
Porites_nodifera,hard_coral,PoNod
Porites_nodular_branches,hard_coral,POR_NOD
Porites_non-massive,hard_coral,PONM
Porites_PLating,hard_coral,POR-PLA
Porites_porites,hard_coral,POP
Porites_Rus,hard_coral,P. rus
Porites_Sub-Massive,hard_coral,PorSM
Poritidae_branching,hard_coral,POR-BRA
Poritidae_branching_Bleached_(white),hard_coral,POR-BRA-B*
Poritidae_encrusting,hard_coral,POR-ENC
Poritidae_encrusting_Bleached_(white),hard_coral,POR-ENC-B*
Poritidae_massive,hard_coral,POR-MASS
Poritidae_massive_Bleached_(white),hard_coral,POR-MAS-B*
Poritidae_plating,hard_coral,POR_PLA
Pporites,hard_coral,PPOR
Psammocora,hard_coral,Psam
Psammocora_albopicta,hard_coral,PsAlb
Psammocora_contigua,hard_coral,PsCon
Psammocora_nierstraszi,hard_coral,P.nier
Psammocora_profundacella,hard_coral,PsProf
Psammocora_stellata,hard_coral,PStell
Psammocora_superficialis,hard_coral,PsSup
Pseudodiploria,hard_coral,PSEU
Pseudodiploria_bleached,hard_coral,PSEU-BL
Pseudodiploria_clivosa,hard_coral,PSECLI
Pseudodiploria_strigosa,hard_coral,PSESTR
Recent_dead_coral,hard_coral,REDC
Recently_killed_coral,hard_coral,RKC
recently_partially_dead_Pocillopra,hard_coral,Poc_RPDead
Recovered,hard_coral,RECOV
Recruit,hard_coral,REC
Recruit_01,hard_coral,Rec01
Recruit_10,hard_coral,Rec10
Recruit_2,hard_coral,Rec2
Recruit_3,hard_coral,Rec3
Recruit_4,hard_coral,Rec4
Recruit_5,hard_coral,Rec5
Recruit_6,hard_coral,Rec6
Recruit_7,hard_coral,Rec7
Recruit_8,hard_coral,Rec8
Recruit_9,hard_coral,Rec9
RS-Coelastrea,hard_coral,Coelas
RS-Coeloseris,hard_coral,Coel
RS-Craterastrea,hard_coral,Crat
RS-Porites_columnar,hard_coral,PoColumn
Sandolitha,hard_coral,Sando
Sarcothelia_edmonsonii,hard_coral,Sedmon
Scapophyllia_sp.,hard_coral,Sca_spe
Scolymia,hard_coral,SCOL
Scolymia_cubensis,hard_coral,SCOCUB
Scolymia_lacera,hard_coral,SCOLA
Seratiopora_hystrix,hard_coral,Shys
Seriatopora,hard_coral,SER
Seriatopora_Branching,hard_coral,SerBr
Siderastrea_radians,hard_coral,SIDRAD
Siderastrea_savignyana,hard_coral,SiSav
Siderastrea_siderea,hard_coral,SSID
Siderastrea_spp.,hard_coral,SID
Siderastreidae,hard_coral,Sider
Sintersepta,hard_coral,SINT
Solenastrea,hard_coral,SOLE
Solenastrea_bournoni,hard_coral,SOLBOU
Solenastrea_hyades,hard_coral,SOL
Stephanocoenia_intersepta,hard_coral,STEINT
Stephanocoenia_michellini,hard_coral,SMIC
Stichopathes_sp.,hard_coral,Stpa
Stylaster_roseus,hard_coral,Fire Sros
Stylocoeniella,hard_coral,Stylo
Stylophora,hard_coral,STY
Stylophora_mordax,hard_coral,Sty_mor
Stylophora_pistillata,hard_coral,Spis
Symphyllia,hard_coral,Symp
Syphyliia_Encrusting,hard_coral,SyphEnc
Table-like_Hard_Coral,hard_coral,PHC
Tabulate_Acropora,hard_coral,TabAc
test_coral,hard_coral,TC
TFP:_Pachyseris,hard_coral,TFP_RDG_PC
TFP:_Porites,hard_coral,TFP_SMO_Po
TFP:_Visible_Relief_Structures,hard_coral,TFP_RDG_Al
TFP:_Visible_Relief_Structures_Bleached,hard_coral,TFP_RDG-B*
TFP:_Visible_Round_Corallites,hard_coral,TFP_RND_Al
TFP:_Visible_Round_Corallites_Bleached,hard_coral,TFP_RND-B*
"Thin,_Foliose,_and_Plating_bleached",hard_coral,TFP_BLC
"Thin,_Foliose,_Plating:_Other",hard_coral,TFP_OTH
Totally_bleached_Acropora_formosa_1,hard_coral,TB_ACfor
Totally_bleached_Fungia_sp.,hard_coral,TB_Fung
Totally_bleached_Lobophyllia_sp.,hard_coral,TB_Lobo
Totally_bleached_Montipora_sp.,hard_coral,TB_Monti
Totally_bleached_Platygyra_ryukyuensis,hard_coral,TB_Pryu
Totally_bleached_Porites_cylindrica,hard_coral,TB_Pcyl
Totally_bleached_Seratiopora_hystrix,hard_coral,TB_Shys
Totally_bleached_Stylophora_pistillata,hard_coral,TB_Spis
Trachyphyllia,hard_coral,Trach
Tridacna_crocea,hard_coral,Tri_cro
Tubastraea_coccinea,hard_coral,TUBCOC
Tubastraea_tagusensis,hard_coral,TuTag
Tubastrea,hard_coral,Tuba
Tubastrea_aurea,hard_coral,TUBAU
Turbinaria,hard_coral,TURB
Turbinaria_Encrusting,hard_coral,TurbEnc
Turbinaria_Foliose,hard_coral,TurbFol
Turbinaria_peltata,hard_coral,TuPel
Turbinaria_reniformis,hard_coral,TuRen
Unattached_Hard_Coral,hard_coral,UnHC
Unidentified_Hard_Coral,hard_coral,HCoral
unknown_branching_coral,hard_coral,UCB
unknown_dead_branching,hard_coral,unk_br_D
unknown_dead_massive,hard_coral,unk_mass_D
unknown_massive_coral,hard_coral,UMC
Utenuifolia,hard_coral,UTEN
0mm_Encrusting_Sponge,other_inverts,0mmEnSp
0mm_Sponge_Maybe,other_inverts,0mmSpMb
0mm_Yellow_Encrusting_Sponge,other_inverts,0mmYEnSp
10cm_Agelas_conifera/tubulata,other_inverts,10cAgConTu
10cm_Ailochroia_crassa,other_inverts,10cAiCr
10cm_Ball_Sponge,other_inverts,10cBaSp
10cm_Brown_and_White_Sponge,other_inverts,10cBWSp
10cm_Elkhorn_Agelas,other_inverts,10cElkAg
10cm_Massive_Sponge,other_inverts,10cMaSp
10cm_Multitubed_Sponge,other_inverts,10cMuSp
10cm_Myrmekioderma,other_inverts,10cMyrmek
10cm_Orange_Agelas,other_inverts,10cOrAg
10cm_Plakortis,other_inverts,10cPlak
10cm_Sponge,other_inverts,10cSpgOth
10cm_Sponge_Maybe,other_inverts,10cSpMb
10cm_Thick_Encrusting_Yellow_Sclerosponge,other_inverts,10cYlSclsp
10cm_Thin_Ear_Sponge,other_inverts,10cTnEarSp
10cm_Tube_Sponge,other_inverts,10cTbSp
10cm_White_Tube_Sponge,other_inverts,10cWTubSp
10cm_Xestospongia_muta,other_inverts,10cXmuta
10cm_Yellow_Ear_Sponge,other_inverts,10cYlEarSp
1cm_Agelas_conifera/tubulata,other_inverts,1cAgConTub
1cm_Ailochroia_crassa,other_inverts,1cAiCr
1cm_Aplysina_Rope,other_inverts,1cApRop
1_cm_Brown_and_White_Sponge,other_inverts,1cBWSp
1cm_Encrusting_Sponge,other_inverts,1cEnSp
1cm_Myrmekioderma,other_inverts,1cMyrmek
1cm_Orange_Agelas,other_inverts,1cOrAg
1cm_Plakortis,other_inverts,1cPlak
1cm_Rope_Sponge,other_inverts,1cRpSp
1cm_Sponge,other_inverts,1cSpgOth
1cm_Sponge_Maybe,other_inverts,1cSpMb
1cm_Thick_Encrusting_Yellow_Sclerosponge,other_inverts,1cYlSclsp
1cm_Thin_Ear_Sponge,other_inverts,1cTnEarSp
1cm_Tube_Sponge,other_inverts,1cTbSp
1cm_White_Encrusting_Sponge,other_inverts,1cWEnSp
1cm_Xestospongia_Muta,other_inverts,1cXmuta
1_cm_Yellow_Ear_Sponge,other_inverts,1cYlEarSp
1cm_Yellow_Encrusting_Sponge,other_inverts,1cYEnSp
1m_Massive_Sponge,other_inverts,100cMaSp
1m_Sponge_Maybe,other_inverts,1mSpMb
1m_Xestospongia_muta,other_inverts,100cXmuta
1m_Yellow_Ear_Sponge,other_inverts,100cYlErSp
20cm_Agelas_conifera/tubulata,other_inverts,20cAgConTu
20cm_Ball_Sponge,other_inverts,20cBaSp
20cm_Brown_and_White_Sponge,other_inverts,20cBWSp
20cm_Elkhorn_Agelas,other_inverts,20cElkAg
20cm_Massive_Sponge,other_inverts,20cMaSp
20cm_Multitubed_Sponge,other_inverts,20cMuSp
20cm_Myrmekioderma,other_inverts,20cMyrmek
20cm_Orange_Agelas,other_inverts,20cOrAg
20cm_Plakortis,other_inverts,20cPlak
20cm_Sponge,other_inverts,20cSpgOth
20cm_Sponge_Maybe,other_inverts,20cSpMb
20cm_Thick_Encrusting_Yellow_Sclerosponge,other_inverts,20cYlSclsp
20_cm_Tube_Sponge,other_inverts,20cTbSp
20cm_Xestospongia_muta,other_inverts,20cXmuta
20cm_Yellow_Ear_Sponge,other_inverts,20cYlEarSp
3cm_Agelas_conifera/tubulata,other_inverts,3cAgConTub
3cm_Ailochroia_crassa,other_inverts,3cAiCr
3cm_Aplysina_Rope,other_inverts,3cApRop
3cm_Ball_Sponge,other_inverts,3cBaSp
3cm_Brown_and_White_Sponge,other_inverts,3cBWSp
3cm_Elkhorn_Agelas,other_inverts,3cElkAg
3cm_Encrusting_Sponge,other_inverts,3cEnSp
3cm_Massive_Sponge,other_inverts,3cMaSp
3cm_Multitubed_Sponge,other_inverts,3cMuSp
3cm_Myrmekioderma,other_inverts,3cMyrmek
3cm_Orange_Agelas,other_inverts,3cOrAg
3cm_Plakortis,other_inverts,3cPlak
3cm_Rope_Sponge,other_inverts,3cRpSp
3cm_Sponge,other_inverts,3cSpgOth
3cm_Sponge_Maybe,other_inverts,3cSpMb
3cm_Thick_Encrusting_Yellow_Sclerosponge,other_inverts,3cYlSclsp
3cm_Thin_Ear_Sponge,other_inverts,3cTnEarSp
3cm_Tube_Sponge,other_inverts,3cTbSp
3cm_White_Encrusting_Sponge,other_inverts,3cWEnSp
3cm_White_Tube_Sponge,other_inverts,3cWTubSp
3cm_Xestospongia_muta,other_inverts,3cXmuta
3_cm_Yellow_Ear_Sponge,other_inverts,3cYlEarSp
3cm_Yellow_Encrusting_Sponge,other_inverts,3cYEnSp
50cm_Ball_Sponge,other_inverts,50cBaSp
50cm_Brown_and_White_Sponge,other_inverts,50cBWSp
50cm_Massive_Sponge,other_inverts,50cMaSp
50cm_Multitubed_Sponge,other_inverts,50cMuSp
50cm_Orange_Agelas,other_inverts,50cOrAg
50cm_Sponge,other_inverts,50cSpgOth
50cm_Sponge_Maybe,other_inverts,50cSpMb
50cm_Tube_Sponge,other_inverts,50cTbSp
50cm_Xestospongia_muta,other_inverts,50cXmuta
50cm_Yellow_Ear_Sponge,other_inverts,50cYlEarSp
5cm_Agelas_conifera/tubulata,other_inverts,5cAgConTub
5cm_Ailochroia_crassa,other_inverts,5cAiCr
5cm_Aplysina_Rope,other_inverts,5cApRop
5cm_Ball_Sponge,other_inverts,5cBaSp
5cm_Brown_and_White_Sponge,other_inverts,5cBWSp
5cm_Elkhorn_Agelas,other_inverts,5cElkAg
5cm_Massive_Sponge,other_inverts,5cMaSp
5cm_Multitubed_Sponge,other_inverts,5cMuSp
5cm_Myrmekioderma,other_inverts,5cMyrmek
5cm_Orange_Agelas,other_inverts,5cOrAg
5cm_Plakortis,other_inverts,5cPlak
5cm_Rope_Sponge,other_inverts,5cRpSp
5cm_Sponge,other_inverts,5cSpgOth
5cm_Sponge_Maybe,other_inverts,5cSpMb
5cm_Thick_Encrusting_Yellow_Sclerosponge,other_inverts,5cYlSclsp
5cm_Thin_Ear_Sponge,other_inverts,5cTnEarSp
5cm_Tube_Sponge,other_inverts,5cTbSp
5cm_White_Encrusting_Sponge,other_inverts,5cWEnSp
5cm_White_Tube_Sponge,other_inverts,5cWTubSp
5cm_Xestospongia_muta,other_inverts,5cXmuta
5cm_Yellow_Encrusting_Sponge,other_inverts,5cYEnSp
5c_Yellow_Ear_Sponge,other_inverts,5cYlEarSp
5mm_Agelas_conifera/tubulata,other_inverts,5mmAgConTb
5mm_Ailochroia_crassa,other_inverts,5mmAiCr
5mm_Encrusting_Sponge,other_inverts,5mmEnSp
5mm_Sponge,other_inverts,5mmSpgOth
5mm_Sponge_Maybe,other_inverts,5mmSpMb
5mm_Thin_Ear_Sponge,other_inverts,5mmTnEarSp
5mm_White_Encrusting_Sponge,other_inverts,5mmWEnSp
5mm_Yellow_Encrusting_Sponge,other_inverts,5mmYEnSp
7cm_Agelas_conifera/tubulata,other_inverts,7cAgConTub
7cm_Ailochroia_crassa,other_inverts,7cAiCr
7cm_Aplysina_Rope,other_inverts,7cApRop
7cm_Ball_Sponge,other_inverts,7cBaSp
7cm_Brown_and_White_Sponge,other_inverts,7cBWSp
7cm_Elkhorn_Agelas,other_inverts,7cElkAg
7cm_Massive_Sponge,other_inverts,7cMaSp
7cm_Multitubed_Sponge,other_inverts,7cMuSp
7cm_Myrmekioderma,other_inverts,7cMyrmek
7cm_Orange_Agelas,other_inverts,7cOrAg
7cm_Plakortis,other_inverts,7cPlak
7cm_Rope_Sponge,other_inverts,7cRpSp
7cm_Sponge,other_inverts,7cSpgOth
7cm_Sponge_Maybe,other_inverts,7cSpMb
7cm_Thick_Encrusting_Yellow_Sclerosponge,other_inverts,7cYlSclsp
7cm_Thin_Ear_Sponge,other_inverts,7cTnEarSp
7cm_Tube_Sponge,other_inverts,7cTbSp
7cm_White_Tube_Sponge,other_inverts,7cWTubSp
7cm_Xestospongia_muta,other_inverts,7cXmuta
7cm_Yellow_Ear_Sponge,other_inverts,7cYlEarSp
Aarcheri,other_inverts,AARC
Abietinaria_spp.,other_inverts,ABTI
Acanthella,other_inverts,acant
Acanthodoris_hudsoni,other_inverts,Ahu
Acanthodoris_nanaimoensis,other_inverts,Ana
Acanthodoris_spp.,other_inverts,Acs
Acmaea_mitra,other_inverts,Ami
Acompresa,other_inverts,ACOM
Actinia_equina,other_inverts,Actinequ
Adocia,other_inverts,ADOC
Aeolidia_papillosa,other_inverts,Apa
Afistularis,other_inverts,AFIS
Agelas,other_inverts,A.O
Agelas_conifera/tubulata,other_inverts,AgConTub
Aglaophenia_spp.,other_inverts,AGLA
Aglaophenia_trifida,other_inverts,AglaTrif
Agonopsis_vulsa,other_inverts,Avu
Aiolochroia_crassa,other_inverts,Acra
Aiptasia_pulchella,other_inverts,APul
Aka_sp._2,other_inverts,Aka_sp2
Alcyoniidae,other_inverts,ALC-SF
Alcyoniidae_Bleached_(white),other_inverts,ALC-SF-B*
Alcyonium_digitatum_(canopy),other_inverts,ALC
Alcyonium_digitatum_(substratum),other_inverts,ALS
Alcyonium_spp.,other_inverts,ALCY
Aldisa_albomarginata,other_inverts,Aal
Aldisa_cooperi,other_inverts,Acp
Aldisa_tara,other_inverts,Ata
Alectryonella_plicatula,other_inverts,ALECpli
Amathia_sp.,other_inverts,Amath
Amphibalanus_amphitrite,other_inverts,Amphib am
Amphimedon_spp.,other_inverts,Amp_spp
"Amphipod,_unidentified",other_inverts,Amp
Amphissa_columbiana,other_inverts,Aco
Ancula_gibbosa,other_inverts,ANC
anemones:_Flytrap,other_inverts,TRAFL
anemones:_Fourlobed,other_inverts,TRAFO
Anemone:_solitary,other_inverts,ASOL
"Anemone,_unidentified",other_inverts,ANUN
Anemonia_viridis,other_inverts,ANEMV
Anenome_zoanthid,other_inverts,AneZoa
Annalida,other_inverts,Worm
"Annelida,_unidentified",other_inverts,ANNE
